('Total Revenue', '281,724,000 ', '281,724,000 ', '245,122,000 ', '211,915,000 ', '198,270,000 ')
         1003849 function calls (974791 primitive calls) in 19.996 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 _make.py:1691(_make_order)
       14    0.000    0.000    0.000    0.000 _make.py:1135(add_order)
       14    0.000    0.000    0.000    0.000 parse.py:108(_noop)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       14    0.000    0.000    0.000    0.000 request.py:307(full_url)
       14    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
       14    0.000    0.000    0.003    0.000 typing.py:812(Literal)
       14    0.000    0.000    0.003    0.000 typing.py:580(__getitem__)
       14    0.000    0.000    0.001    0.000 enum.py:484(__prepare__)
       14    0.000    0.000    0.000    0.000 inspect.py:1779(_check_class)
       14    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
       14    0.000    0.000    0.000    0.000 enum.py:346(__init__)
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       13    0.004    0.000    0.036    0.003 enum.py:898(_convert_)
       13    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
       13    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
       13    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
       13    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
       13    0.000    0.000    0.000    0.000 style.py:21(__init__)
       13    0.000    0.000    0.000    0.000 core.py:3114(__getattr__)
       13    0.000    0.000    0.001    0.000 typing.py:1927(_get_protocol_attrs)
       13    0.000    0.000    0.001    0.000 dataclasses.py:668(_frozen_get_del_attr)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1027(__iter__)
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       13    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
       12    0.000    0.000    0.000    0.000 types.py:1042(arity)
       12    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
       12    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
       12    0.000    0.000    0.000    0.000 {method '__set_name__' of 'property' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
       11    0.000    0.000    0.002    0.000 _models.py:144(__init__)
       11    0.000    0.000    0.000    0.000 _make.py:2006(_setattr)
       11    0.000    0.000    0.000    0.000 _models.py:195(raw)
       11    0.000    0.000    0.000    0.000 request.py:357(get_full_url)
       11    0.000    0.000    0.000    0.000 __init__.py:2129(getLogger)
       11    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
       11    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       10    0.000    0.000    0.001    0.000 inspect.py:2841(__str__)
       10    0.000    0.000    0.001    0.000 enum.py:1459(_missing_)
       10    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
       10    0.000    0.000    0.000    0.000 _make.py:1145(add_setattr)
       10    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
       10    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       10    0.000    0.000    0.000    0.000 _make.py:2621(<genexpr>)
       10    0.000    0.000    0.000    0.000 _make.py:1538(_has_frozen_base_class)
       10    0.000    0.000    0.000    0.000 style.py:198(null)
       10    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       10    0.000    0.000    0.001    0.000 parse.py:374(urlparse)
       10    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
       10    0.000    0.000    0.000    0.000 __init__.py:280(finditer)
       10    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        9    0.000    0.000    0.001    0.000 inspect.py:2383(_signature_from_function)
        9    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1668(set_cookie)
        9    0.000    0.000    0.002    0.000 _htmlparser.py:226(handle_charref)
        9    0.000    0.000    0.000    0.000 _readers.py:127(__call__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        9    0.000    0.000    0.004    0.000 inspect.py:3094(from_callable)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.004    0.000 inspect.py:3373(signature)
        9    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        9    0.002    0.000   12.172    1.352 {method 'join' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        8    0.000    0.000    0.000    0.000 _headers.py:104(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 palette.py:14(__init__)
        8    0.000    0.000    0.000    0.000 color.py:478(<genexpr>)
        8    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        8    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        8    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        7    0.000    0.000    0.001    0.000 inspect.py:3318(format)
        7    0.000    0.000    0.000    0.000 inspect.py:2145(_signature_is_functionlike)
        7    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        7    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        7    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
        7    0.000    0.000    0.000    0.000 http11.py:288(is_idle)
        7    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        7    0.000    0.000    0.000    0.000 _synchronization.py:309(__enter__)
        7    0.000    0.000    0.000    0.000 _synchronization.py:312(__exit__)
        7    0.000    0.000    0.000    0.000 connection.py:192(is_idle)
        7    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        7    0.000    0.000    0.000    0.000 fractions.py:585(_operator_fallbacks)
        7    0.000    0.000    0.000    0.000 cookiejar.py:678(escape_path)
        7    0.000    0.000    0.000    0.000 cookiejar.py:637(eff_request_host)
        7    0.000    0.000    0.000    0.000 cookiejar.py:621(request_host)
        7    0.000    0.000    0.000    0.000 parse.py:875(quote)
        7    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        7    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        7    0.000    0.000    0.000    0.000 inspect.py:2105(_signature_bound_method)
        7    0.000    0.000    0.000    0.000 inspect.py:534(isbuiltin)
        7    0.000    0.000    0.000    0.000 inspect.py:2131(_signature_is_builtin)
      7/3    0.000    0.000    0.000    0.000 typing.py:1577(__repr__)
        7    0.000    0.000    0.000    0.000 inspect.py:2478(_descriptor_get)
        7    0.000    0.000    0.000    0.000 inspect.py:3110(replace)
        7    0.000    0.000    0.002    0.000 inspect.py:3315(__str__)
        7    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        7    0.000    0.000    0.000    0.000 enum.py:180(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:1248(_generate_next_value_)
        7    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
        7    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
        7    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        6    0.000    0.000    0.000    0.000 _make.py:1764(_make_repr_script)
        6    0.000    0.000    0.002    0.000 _models.py:53(enforce_headers)
        6    0.000    0.000    0.001    0.000 _connection.py:544(send_with_data_passthrough)
        6    0.000    0.000    0.001    0.000 _connection.py:517(send)
        6    0.000    0.000    0.001    0.000 http11.py:163(_send_event)
        6    0.000    0.000    0.000    0.000 sync.py:130(write)
        6    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        6    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        6    0.000    0.000    0.000    0.000 _models.py:162(__init__)
        6    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        6    0.000    0.000    0.000    0.000 _models.py:281(origin)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        6    0.000    0.000    0.000    0.000 types.py:1030(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:811(is_expired)
        6    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        6    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        6    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 parse.py:692(unquote)
        6    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        6    0.000    0.000    0.000    0.000 functools.py:435(_unwrap_partial)
        6    0.000    0.000    0.000    0.000 functools.py:1001(__set_name__)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 functools.py:995(__init__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        5    0.000    0.000    0.002    0.000 _urls.py:77(__init__)
        5    0.001    0.000    0.001    0.000 _headers.py:152(normalize_and_validate)
        5    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        5    0.000    0.000    0.000    0.000 element.py:85(__getattr__)
        5    0.000    0.000    0.000    0.000 _models.py:167(__eq__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
        5    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._IsCallableValidator>:9(__init__)
        5    0.000    0.000    0.000    0.000 validators.py:314(is_callable)
        5    0.000    0.000    0.000    0.000 terminal_theme.py:20(__init__)
        5    0.000    0.000    0.000    0.000 _urls.py:126(scheme)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1754(__iter__)
        5    0.000    0.000    0.000    0.000 _models.py:202(keys)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 message.py:150(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:2754(final)
        5    0.000    0.000    0.000    0.000 inspect.py:2811(default)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        5    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
        5    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
        5    0.000    0.000    0.000    0.000 <frozen os>:794(encode)
        5    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        4    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        4    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        4    0.000    0.000    0.000    0.000 _connection.py:93(_body_framing)
        4    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        4    0.000    0.000    0.000    0.000 _connection.py:84(_keep_alive)
        4    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        4    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        4    0.000    0.000    0.002    0.001 _models.py:371(__init__)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.001    0.000 _make.py:1821(_add_repr)
        4    0.000    0.000    0.001    0.000 _make.py:1747(_add_eq)
        4    0.000    0.000    0.000    0.000 core.py:2717(<lambda>)
        4    0.000    0.000    0.000    0.000 _urls.py:168(host)
        4    0.000    0.000    0.000    0.000 _urls.py:217(port)
        4    0.000    0.000    0.000    0.000 _decoders.py:233(__init__)
        4    0.000    0.000    0.000    0.000 parser.py:502(__getattr__)
        4    0.001    0.000    0.002    0.000 _models.py:231(multi_items)
        4    0.000    0.000    0.000    0.000 cookiejar.py:648(request_path)
        4    0.000    0.000    0.000    0.000 cookiejar.py:942(is_not_allowed)
        4    0.000    0.000    0.000    0.000 cookiejar.py:927(is_blocked)
        4    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        4    0.000    0.000    0.000    0.000 _decoders.py:49(decode)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.003    0.001 _models.py:1270(info)
        4    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        4    0.000    0.000    0.000    0.000 _client.py:318(cookies)
        4    0.000    0.000    0.000    0.000 message.py:535(get_all)
        4    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        4    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 typing.py:511(__init_subclass__)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:3119(_get_typeddict_qualifiers)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        4    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        4    0.000    0.000    0.000    0.000 dataclasses.py:646(<genexpr>)
        4    0.000    0.000    0.001    0.000 __init__.py:183(sub)
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 copy.py:62(copy)
        3    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        3    0.000    0.000    0.017    0.006 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
        3    0.000    0.000    0.002    0.001 _exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1162(return_ok_domain)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1487(_cookie_from_cookie_tuple)
        3    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        3    0.000    0.000    0.016    0.005 core.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
        3    0.000    0.000    0.002    0.001 _urlparse.py:213(urlparse)
        3    0.000    0.000    0.002    0.001 exceptions.py:1(<module>)
        3    0.000    0.000    0.071    0.024 parser.py:1(<module>)
        3    0.000    0.000    0.008    0.003 abc.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        3    0.000    0.000    0.000    0.000 http11.py:291(is_closed)
        3    0.000    0.000    0.000    0.000 http11.py:274(has_expired)
        3    0.000    0.000    0.000    0.000 connection.py:197(is_closed)
        3    0.000    0.000    0.000    0.000 connection.py:187(has_expired)
        3    0.000    0.000    0.000    0.000 connection.py:167(can_handle_request)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.004    0.001 _make.py:1628(_add_hash)
        3    0.000    0.000    0.000    0.000 repr.py:114(rich_repr)
        3    0.000    0.000    0.000    0.000 repr.py:37(auto)
        3    0.000    0.000    0.000    0.000 _compat.py:579(_make_cached_stream_func)
        3    0.000    0.000    0.000    0.000 repr.py:42(do_replace)
        3    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        3    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        3    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
        3    0.000    0.000    0.000    0.000 _urlparse.py:395(normalize_port)
        3    0.000    0.000    0.004    0.001 _models.py:1249(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1097(return_ok)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1142(return_ok_expires)
        3    0.000    0.000    0.000    0.000 _local.py:498(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1136(return_ok_secure)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1308(<lambda>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1148(return_ok_port)
        3    0.000    0.000    0.000    0.000 _urls.py:282(raw_path)
        3    0.000    0.000    0.001    0.000 cookiejar.py:950(set_ok)
        3    0.000    0.000    0.000    0.000 cookiejar.py:996(set_ok_name)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1115(return_ok_version)
        3    0.000    0.000    0.000    0.000 cookiejar.py:984(set_ok_verifiability)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1124(return_ok_verifiability)
        3    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
        3    0.000    0.000    0.000    0.000 _urlparse.py:422(validate_path)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1076(set_ok_port)
        3    0.000    0.000    0.000    0.000 cookiejar.py:969(set_ok_version)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1005(set_ok_path)
        3    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        3    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        3    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        3    0.000    0.000    0.000    0.000 {built-in method select.poll}
        3    0.000    0.000    0.001    0.000 parse.py:1120(_splithost)
        3    0.000    0.000    0.000    0.000 parse.py:1078(unwrap)
        3    0.000    0.000    0.000    0.000 parse.py:1230(_splittag)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:899(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 __init__.py:1751(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        3    0.000    0.000    0.000    0.000 __init__.py:1354(disable)
        3    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:620(set)
        3    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        3    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        3    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        3    0.000    0.000    0.000    0.000 threading.py:398(notify)
        3    0.000    0.000    0.000    0.000 request.py:271(request_host)
        3    0.000    0.000    0.001    0.000 parse.py:1099(_splittype)
        3    0.000    0.000    0.003    0.001 request.py:344(_parse)
        3    0.000    0.000    0.003    0.001 request.py:313(full_url)
        3    0.000    0.000    0.000    0.000 request.py:330(data)
        3    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:3719(override)
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 _parser.py:294(seek)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        3    0.000    0.000    0.000    0.000 typing.py:1776(__repr__)
        3    0.000    0.000    0.003    0.001 request.py:289(__init__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:945(pop)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        3    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.003    0.002 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 functools.py:440(_unwrap_partialmethod)
        2    0.000    0.000    0.000    0.000 inspect.py:399(_has_code_flag)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        2    0.000    0.000    4.627    2.314 _client.py:1001(_send_single_request)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        2    0.000    0.000    0.462    0.231 _api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:576(__call__)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.001    0.000 errors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:252(get_list)
        2    0.000    0.000    0.133    0.066 _models.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:328(__delitem__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        2    0.000    0.000    0.005    0.003 cookiejar.py:1681(extract_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1390(_normalized_cookie_tuples)
        2    0.000    0.000    0.003    0.001 cookiejar.py:1600(make_cookies)
        2    0.000    0.000    0.002    0.001 _models.py:383(__init__)
        2    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        2    0.000    0.000    0.001    0.001 _models.py:516(__init__)
        2    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        2    0.000    0.000    0.000    0.000 _config.py:86(__init__)
        2    0.000    0.000    4.618    2.309 default.py:230(handle_request)
        2    0.000    0.000    0.009    0.004 _compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _mapping.py:1(<module>)
        2    0.000    0.000    0.008    0.004 util.py:1(<module>)
        2    0.000    0.000    0.060    0.030 pretty.py:1(<module>)
        2    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        2    0.000    0.000    0.016    0.008 _streams.py:1(<module>)
        2    0.095    0.048    1.250    0.625 parser.py:189(goahead)
        2    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        2    0.000    0.000    4.614    2.307 connection.py:69(handle_request)
        2    0.000    0.000    0.097    0.048 _synchronization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:249(__init__)
        2    0.000    0.000    0.002    0.001 http11.py:140(_send_request_headers)
        2    0.000    0.000    0.011    0.005 _eventloop.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _events.py:82(__init__)
        2    0.000    0.000    0.004    0.002 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.022    0.011 _sockets.py:1(<module>)
        2    0.000    0.000    3.926    1.963 http11.py:170(_receive_response_headers)
        2    0.000    0.000    0.001    0.000 _events.py:137(__init__)
        2    0.000    0.000    0.001    0.000 connection_pool.py:409(close)
        2    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        2    0.000    0.000    3.929    1.965 http11.py:65(handle_request)
        2    0.000    0.000    0.054    0.027 http11.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        2    0.000    0.000    0.001    0.000 http_proxy.py:1(<module>)
        2    0.000    0.000    0.001    0.001 socks_proxy.py:1(<module>)
        2    0.000    0.000    4.616    2.308 connection_pool.py:199(handle_request)
        2    0.000    0.000    0.002    0.001 http2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 idna.py:179(encode)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _writers.py:85(__init__)
        2    0.000    0.000    0.000    0.000 _writers.py:94(send_eom)
        2    0.000    0.000    0.000    0.000 connection_pool.py:18(__init__)
        2    0.000    0.000    0.000    0.000 connection_pool.py:23(assign_to_connection)
        2    0.000    0.000    0.000    0.000 connection_pool.py:389(PoolByteStream)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        2    0.000    0.000    0.002    0.001 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _events.py:247(__post_init__)
        2    0.000    0.000    0.000    0.000 _writers.py:88(send_data)
        2    0.000    0.000    0.000    0.000 connection_pool.py:31(wait_for_connection)
        2    0.000    0.000    0.000    0.000 _connection.py:353(trailing_data)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _headers.py:123(raw_items)
        2    0.000    0.000    0.000    0.000 _headers.py:275(has_expect_100_continue)
        2    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
        2    0.000    0.000    0.000    0.000 _state.py:356(start_next_cycle)
        2    0.000    0.000    0.152    0.076 connection.py:1(<module>)
        2    0.000    0.000    0.001    0.000 http11.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 http11.py:264(can_handle_request)
        2    0.000    0.000    0.000    0.000 connection_pool.py:39(is_queued)
        2    0.000    0.000    0.000    0.000 http11.py:325(__init__)
        2    0.000    0.000    0.000    0.000 http11.py:324(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.000    0.000 _headers.py:107(__bool__)
