('Total Revenue', '281,724,000 ', '281,724,000 ', '245,122,000 ', '211,915,000 ', '198,270,000 ')
         903499 function calls (876469 primitive calls) in 5.695 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1511    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
      216    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:445(cb)
       21    0.000    0.000    0.003    0.000 ipaddress.py:1512(__init__)
     1590    0.003    0.000    0.003    0.000 {method 'items' of 'dict' objects}
      285    0.002    0.000    0.003    0.000 css_parser.py:344(match)
       45    0.000    0.000    0.003    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.003    0.003 bz2.py:1(<module>)
      550    0.002    0.000    0.003    0.000 typing.py:1096(__eq__)
      328    0.003    0.000    0.003    0.000 {method '__exit__' of '_io._IOBase' objects}
      378    0.001    0.000    0.003    0.000 enum.py:1156(__new__)
       28    0.001    0.000    0.003    0.000 enum.py:251(__set_name__)
      113    0.000    0.000    0.003    0.000 typing.py:1639(<genexpr>)
        1    0.000    0.000    0.003    0.003 encoder.py:1(<module>)
       75    0.000    0.000    0.003    0.000 css_types.py:251(__init__)
  225/186    0.002    0.000    0.003    0.000 _compiler.py:439(_get_literal_prefix)
       33    0.001    0.000    0.003    0.000 filter.py:379(__init__)
        1    0.000    0.000    0.003    0.003 ssl_.py:225(create_urllib3_context)
      322    0.001    0.000    0.003    0.000 css_parser.py:248(css_unescape)
       13    0.000    0.000    0.003    0.000 <frozen _collections_abc>:979(update)
       10    0.000    0.000    0.003    0.000 structures.py:40(__init__)
       39    0.000    0.000    0.003    0.000 functools.py:544(decorating_function)
      656    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
      363    0.002    0.000    0.003    0.000 enum.py:829(__setattr__)
       56    0.001    0.000    0.002    0.000 typing.py:379(_remove_dups_flatten)
        1    0.000    0.000    0.002    0.002 base64.py:1(<module>)
        1    0.000    0.000    0.002    0.002 response.py:941(read)
      332    0.002    0.000    0.002    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.002    0.002 sessions.py:750(merge_environment_settings)
      779    0.002    0.000    0.002    0.000 {method 'extend' of 'list' objects}
       52    0.000    0.000    0.002    0.000 ipaddress.py:1939(__init__)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
      213    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       15    0.001    0.000    0.002    0.000 {built-in method builtins.sorted}
      201    0.001    0.000    0.002    0.000 _parser.py:230(__init__)
       69    0.001    0.000    0.002    0.000 typing.py:1023(__init__)
        2    0.000    0.000    0.002    0.001 response.py:889(_raw_read)
      164    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1233(path_stats)
      402    0.002    0.000    0.002    0.000 _compiler.py:573(isstring)
      422    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:645(parent)
        2    0.000    0.000    0.002    0.001 utils.py:207(get_netrc_auth)
      383    0.001    0.000    0.002    0.000 enum.py:47(_is_dunder)
        1    0.000    0.000    0.002    0.002 charset.py:1(<module>)
        2    0.000    0.000    0.002    0.001 models.py:610(prepare_cookies)
     1115    0.002    0.000    0.002    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.002    0.001 cookies.py:140(get_cookie_header)
      207    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
        2    0.000    0.000    0.002    0.001 connection.py:418(request)
     1115    0.002    0.000    0.002    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.002    0.002 element.py:309(ContentMetaAttributeValue)
       76    0.001    0.000    0.002    0.000 _parser.py:273(getuntil)
       31    0.000    0.000    0.002    0.000 ipaddress.py:1286(__init__)
        2    0.000    0.000    0.002    0.001 response.py:832(_fp_read)
       12    0.000    0.000    0.002    0.000 cookiejar.py:727(is_third_party)
      136    0.001    0.000    0.002    0.000 typing.py:1358(__getattr__)
        2    0.000    0.000    0.002    0.001 client.py:463(read)
        8    0.000    0.000    0.002    0.000 typing.py:1719(__getitem__)
       17    0.002    0.000    0.002    0.000 {built-in method builtins.eval}
      333    0.001    0.000    0.002    0.000 <frozen os>:798(decode)
       95    0.001    0.000    0.002    0.000 typing.py:1122(_is_unpacked_typevartuple)
        3    0.001    0.000    0.002    0.001 cookiejar.py:467(parse_ns_headers)
        1    0.000    0.000    0.002    0.002 mimetypes.py:1(<module>)
      258    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:74(__new__)
       62    0.001    0.000    0.002    0.000 parse.py:374(urlparse)
      343    0.001    0.000    0.002    0.000 enum.py:58(_is_sunder)
        2    0.000    0.000    0.002    0.001 adapters.py:423(get_connection_with_tls_context)
        1    0.001    0.001    0.002    0.002 hmac.py:1(<module>)
      343    0.001    0.000    0.002    0.000 typing.py:1437(__eq__)
      942    0.002    0.000    0.002    0.000 {built-in method _sre.unicode_tolower}
       20    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
      186    0.001    0.000    0.002    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.002    0.001 cookiejar.py:1357(add_cookie_header)
        1    0.000    0.000    0.002    0.002 models.py:351(prepare)
        8    0.000    0.000    0.002    0.000 typing.py:1733(__getitem_inner__)
      164    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
        9    0.000    0.000    0.002    0.000 _htmlparser.py:226(handle_charref)
      258    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:82(remove)
        2    0.000    0.000    0.002    0.001 feedparser.py:472(_parse_headers)
        2    0.000    0.000    0.002    0.001 util.py:1(<module>)
       22    0.000    0.000    0.002    0.000 ipaddress.py:1187(_ip_int_from_string)
       14    0.001    0.000    0.002    0.000 enum.py:1459(_missing_)
        1    0.000    0.000    0.002    0.002 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.002    0.002 idna.py:1(<module>)
        1    0.001    0.001    0.002    0.002 entities.py:1(<module>)
        9    0.000    0.000    0.002    0.000 cookiejar.py:984(set_ok_verifiability)
    72/41    0.000    0.000    0.002    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
      280    0.001    0.000    0.002    0.000 typing.py:1765(__eq__)
        6    0.000    0.000    0.002    0.000 cookiejar.py:1579(_cookies_from_attrs_set)
        1    0.000    0.000    0.002    0.002 timeout.py:1(<module>)
       36    0.000    0.000    0.002    0.000 <frozen abc>:117(__instancecheck__)
      258    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:173(__exit__)
        2    0.000    0.000    0.002    0.001 __init__.py:71(search_function)
       18    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
      216    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
      216    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.001    0.001 ssl.py:430(__new__)
       35    0.001    0.000    0.001    0.000 ipaddress.py:1661(_ip_int_from_string)
       10    0.001    0.000    0.001    0.000 url.py:227(_encode_invalid_chars)
        1    0.000    0.000    0.001    0.001 dammit.py:485(EncodingDetector)
       69    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       24    0.001    0.000    0.001    0.000 util.py:16(lower)
    72/41    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      164    0.001    0.000    0.001    0.000 {built-in method _imp.source_hash}
       25    0.000    0.000    0.001    0.000 cookiejar.py:621(request_host)
        3    0.000    0.000    0.001    0.000 url.py:367(parse_url)
       56    0.001    0.000    0.001    0.000 ipaddress.py:533(_split_addr_prefix)
        2    0.000    0.000    0.001    0.001 cookiejar.py:1291(_cookies_for_request)
       69    0.000    0.000    0.001    0.000 status_codes.py:122(<genexpr>)
       36    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.001    0.001 cookiejar.py:1273(_cookies_for_domain)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        6    0.000    0.000    0.001    0.000 typing.py:1748(__getitem__)
        2    0.000    0.000    0.001    0.001 poolmanager.py:292(connection_from_host)
      201    0.001    0.000    0.001    0.000 _parser.py:954(fix_flags)
        8    0.000    0.000    0.001    0.000 typing.py:1715(copy_with)
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      201    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
      207    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
       35    0.001    0.000    0.001    0.000 enum.py:1059(_add_member_)
        2    0.000    0.000    0.001    0.001 poolmanager.py:321(connection_from_context)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
      668    0.001    0.000    0.001    0.000 ssl.py:1117(_checkClosed)
       12    0.001    0.000    0.001    0.000 message.py:535(get_all)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        3    0.000    0.000    0.001    0.000 structures.py:76(copy)
       16    0.001    0.000    0.001    0.000 message.py:500(get)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
       88    0.001    0.000    0.001    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
       68    0.000    0.000    0.001    0.000 status_codes.py:116(doc)
        5    0.000    0.000    0.001    0.000 typing.py:1207(_generic_class_getitem)
      575    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.001    0.001 _html5lib.py:1(<module>)
  121/103    0.000    0.000    0.001    0.000 typing.py:1443(__hash__)
       64    0.000    0.000    0.001    0.000 _policybase.py:319(header_fetch_parse)
      164    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:674(_check_name_wrapper)
        1    0.000    0.000    0.001    0.001 calendar.py:60(Month)
        1    0.000    0.000    0.001    0.001 typing.py:3142(__new__)
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
       57    0.000    0.000    0.001    0.000 typing.py:351(_deduplicate)
      503    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
      332    0.001    0.000    0.001    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 typing.py:3048(NamedTuple)
      544    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
       16    0.000    0.000    0.001    0.000 typing.py:1256(_generic_init_subclass)
        9    0.000    0.000    0.001    0.000 cookiejar.py:1487(_cookie_from_cookie_tuple)
      101    0.000    0.000    0.001    0.000 filter.py:491(_make_match_rules)
       98    0.000    0.000    0.001    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _collections.py:240(__init__)
      166    0.001    0.000    0.001    0.000 enum.py:199(__get__)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        2    0.000    0.000    0.001    0.001 hashlib.py:82(__get_builtin_constructor)
      253    0.001    0.000    0.001    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.001    0.001 poolmanager.py:346(connection_from_pool_key)
       14    0.000    0.000    0.001    0.000 _deprecation.py:67(deprecate)
      521    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      422    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
      516    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.001    0.000 cookiejar.py:1097(return_ok)
        2    0.000    0.000    0.001    0.000 _collections.py:335(extend)
      262    0.001    0.000    0.001    0.000 element.py:658(_last_descendant)
        1    0.000    0.000    0.001    0.001 _lxml.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:245(_new_pool)
      484    0.001    0.000    0.001    0.000 css_types.py:73(__hash__)
        7    0.000    0.000    0.001    0.000 enum.py:484(__prepare__)
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
    80/54    0.000    0.000    0.001    0.000 typing.py:1773(__hash__)
        1    0.000    0.000    0.001    0.001 models.py:409(prepare_url)
        1    0.000    0.000    0.001    0.001 connectionpool.py:980(__init__)
       64    0.000    0.000    0.001    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.001    0.001 connectionpool.py:175(__init__)
        6    0.000    0.000    0.001    0.000 typing.py:2054(__new__)
       58    0.000    0.000    0.001    0.000 <frozen _collections_abc>:808(get)
       58    0.000    0.000    0.001    0.000 typing.py:3794(__getattr__)
      487    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.001    0.000 message.py:489(items)
       54    0.000    0.000    0.001    0.000 __init__.py:305(escape)
       19    0.000    0.000    0.001    0.000 cookiejar.py:678(escape_path)
        7    0.000    0.000    0.001    0.000 sessions.py:61(merge_setting)
       10    0.000    0.000    0.001    0.000 cookiejar.py:648(request_path)
       43    0.000    0.000    0.001    0.000 _policybase.py:301(header_source_parse)
      258    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
      295    0.001    0.000    0.001    0.000 {method 'translate' of 'bytearray' objects}
      334    0.001    0.000    0.001    0.000 socket.py:744(readable)
      354    0.001    0.000    0.001    0.000 _compiler.py:431(_get_iscased)
        9    0.000    0.000    0.001    0.000 cookiejar.py:1016(set_ok_domain)
       11    0.000    0.000    0.001    0.000 connection.py:404(putheader)
       13    0.000    0.000    0.001    0.000 cookiejar.py:637(eff_request_host)
        1    0.000    0.000    0.001    0.001 __init__.py:61(Sectioned)
        1    0.000    0.000    0.001    0.001 quoprimime.py:1(<module>)
      336    0.001    0.000    0.001    0.000 {method '__exit__' of 'memoryview' objects}
  191/189    0.000    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      354    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 calendar.py:77(Day)
        1    0.000    0.000    0.001    0.001 textwrap.py:419(dedent)
       20    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       21    0.000    0.000    0.001    0.000 parse.py:875(quote)
       42    0.000    0.000    0.001    0.000 response.py:1162(_update_chunk_length)
      355    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
       10    0.000    0.000    0.001    0.000 __init__.py:2129(getLogger)
      378    0.001    0.000    0.001    0.000 typing.py:1427(<genexpr>)
      127    0.000    0.000    0.001    0.000 ssl.py:125(<lambda>)
      127    0.000    0.000    0.001    0.000 ssl.py:150(<lambda>)
      127    0.000    0.000    0.001    0.000 ssl.py:135(<lambda>)
      127    0.000    0.000    0.001    0.000 ssl.py:145(<lambda>)
       34    0.000    0.000    0.001    0.000 filter.py:225(__init__)
      127    0.000    0.000    0.001    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.001    0.001 __init__.py:183(sub)
       20    0.000    0.000    0.001    0.000 parse.py:164(hostname)
      127    0.000    0.000    0.001    0.000 ssl.py:130(<lambda>)
        8    0.000    0.000    0.001    0.000 message.py:602(get_content_type)
        9    0.000    0.000    0.001    0.000 cookiejar.py:1005(set_ok_path)
        1    0.000    0.000    0.001    0.001 weakref.py:585(__call__)
        1    0.000    0.000    0.001    0.001 errors.py:1(<module>)
       20    0.000    0.000    0.001    0.000 <frozen zipimport>:68(__init__)
        1    0.000    0.000    0.001    0.001 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.001    0.001 intranges.py:1(<module>)
        6    0.000    0.000    0.001    0.000 typing.py:2073(__init__)
       57    0.000    0.000    0.001    0.000 _compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        4    0.000    0.000    0.001    0.000 functools.py:878(register)
       94    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.001    0.001 _meta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 element.py:347(PageElement)
        6    0.000    0.000    0.001    0.000 abc.py:41(_register)
        5    0.000    0.000    0.001    0.000 feedparser.py:102(push)
       43    0.000    0.000    0.001    0.000 _collections.py:300(add)
       35    0.000    0.000    0.001    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.001    0.001 __init__.py:241(split)
        3    0.000    0.000    0.001    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.001    0.001 element.py:1578(Tag)
      216    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.001    0.000 url.py:349(_encode_target)
      325    0.001    0.000    0.001    0.000 css_parser.py:312(get_name)
       13    0.000    0.000    0.001    0.000 queue.py:177(get)
       26    0.000    0.000    0.001    0.000 enum.py:1449(_iter_member_by_def_)
       12    0.000    0.000    0.001    0.000 queue.py:137(put)
       76    0.000    0.000    0.001    0.000 _parser.py:303(checkgroupname)
       10    0.000    0.000    0.001    0.000 __init__.py:1362(getLogger)
      213    0.001    0.000    0.001    0.000 {built-in method _imp.find_frozen}
      107    0.000    0.000    0.001    0.000 constant.py:398(<lambda>)
        4    0.000    0.000    0.001    0.000 utils.py:828(select_proxy)
        6    0.000    0.000    0.001    0.000 typing.py:1927(_get_protocol_attrs)
        4    0.000    0.000    0.001    0.000 cookies.py:358(update)
      258    0.001    0.000    0.001    0.000 {built-in method _weakref._remove_dead_weakref}
       98    0.000    0.000    0.001    0.000 dammit.py:197(<genexpr>)
       12    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.001    0.001 filter.py:1(<module>)
        4    0.000    0.000    0.001    0.000 parse.py:469(urlsplit)
       56    0.000    0.000    0.001    0.000 ipaddress.py:156(_split_optional_netmask)
       51    0.000    0.000    0.001    0.000 enum.py:1439(_iter_member_by_value_)
        3    0.000    0.000    0.001    0.000 cookiejar.py:1124(return_ok_verifiability)
        7    0.000    0.000    0.001    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.001    0.001 _colorize.py:1(<module>)
       35    0.000    0.000    0.001    0.000 cookies.py:49(get_full_url)
      260    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
       52    0.000    0.000    0.001    0.000 feedparser.py:129(__next__)
      244    0.001    0.000    0.001    0.000 _compiler.py:31(_combine_flags)
        2    0.000    0.000    0.001    0.000 adapters.py:523(request_url)
      295    0.001    0.000    0.001    0.000 enum.py:1217(__init__)
        1    0.000    0.000    0.001    0.001 css_parser.py:681(parse_pseudo_nth)
        2    0.000    0.000    0.001    0.000 connectionpool.py:256(_get_conn)
        6    0.000    0.000    0.001    0.000 message.py:626(get_content_maintype)
       70    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
       11    0.000    0.000    0.000    0.000 client.py:1294(putheader)
      207    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       70    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       14    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
      165    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       45    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       24    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
       28    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
      217    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
      201    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
       49    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
       21    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
      197    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       69    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      216    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:551(domain_match)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:3373(signature)
        2    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
       12    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        1    0.000    0.000    0.000    0.000 inspect.py:3094(from_callable)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
       69    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.000    0.000 inspect.py:2487(_signature_from_callable)
      176    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1322(endheaders)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
        2    0.000    0.000    0.000    0.000 client.py:1084(_send_output)
       66    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
       12    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1390(_normalized_cookie_tuples)
       26    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
      204    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
      170    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
       12    0.000    0.000    0.000    0.000 copy.py:62(copy)
      126    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        2    0.000    0.000    0.000    0.000 client.py:1029(send)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:758(_validate_hash_pyc)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
       41    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        1    0.000    0.000    0.000    0.000 sessions.py:282(rebuild_auth)
       12    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        2    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
       14    0.000    0.000    0.000    0.000 enum.py:987(_find_data_type_)
        1    0.000    0.000    0.000    0.000 inspect.py:2383(_signature_from_function)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
       12    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
       10    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        1    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
       16    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
      166    0.000    0.000    0.000    0.000 enum.py:1337(value)
      164    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       99    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        1    0.000    0.000    0.000    0.000 typing.py:812(Literal)
       52    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        7    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        2    0.000    0.000    0.000    0.000 response.py:602(__init__)
      154    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        2    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        5    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
      116    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        6    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
       29    0.000    0.000    0.000    0.000 element.py:2182(get_attribute_list)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       24    0.000    0.000    0.000    0.000 <frozen os>:794(encode)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      146    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
       12    0.000    0.000    0.000    0.000 cookiejar.py:692(reach)
        6    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
       36    0.000    0.000    0.000    0.000 cookiejar.py:536(is_HDN)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
       25    0.000    0.000    0.000    0.000 threading.py:398(notify)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
       43    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
       43    0.000    0.000    0.000    0.000 message.py:517(set_raw)
        7    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
      121    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        3    0.000    0.000    0.000    0.000 cookiejar.py:1162(return_ok_domain)
      130    0.000    0.000    0.000    0.000 enum.py:921(<lambda>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1215(path_return_ok)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       70    0.000    0.000    0.000    0.000 enum.py:764(__delattr__)
      127    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        2    0.000    0.000    0.000    0.000 adapters.py:373(build_connection_pool_key_attributes)
