"id","created_at","name","has_test","alternate_url"
"117558942","2025-08-20T12:25:04+0300","Junior",false,"https://hh.ru/vacancy/117558942"
"124290202","2025-08-20T16:22:49+0300","-",false,"https://hh.ru/vacancy/124290202"
"124296005","2025-08-20T18:23:59+0300","-",false,"https://hh.ru/vacancy/124296005"
