"id","created_at","name","has_test","alternate_url"
"124148614","2025-08-18T09:09:34+0300","Middle",false,"https://hh.ru/vacancy/124148614"
"124173379","2025-08-18T13:42:09+0300","-",false,"https://hh.ru/vacancy/124173379"
